id	lang	scale	placement	tags	det_lang	det_prob	lang_ok	wer	errs	nwords	tag_leak	text	hyp
reply_en_multi_tense_hopeful_20	en	reply	multi	['trembling voice', 'soft', 'excited']	en	0.99853515625	True	0.041666666666666664	2	48	False	[trembling voice] The engine wouldn't turn over, and we were forty kilometres from the nearest town. [soft] I sat on the bumper and tried to think it through calmly. [excited] And then a farmer came round the bend in a pickup with a set of jump leads on the passenger seat.	The engine wouldn't turn over and we were 40 km from the nearest town. I sat on the bumper and tried to think it through calmly. And then a farmer came round the bend in a pickup with a set of jump leads on the passenger seat.
chapter_en_arc_20	en	chapter	per_sentence	['soft', 'fearful', 'trembling voice', 'surprised', 'happy']	en	1.0	True	0.012048192771084338	3	249	False	[soft] The lighthouse had been automated for eleven years, but the keeper's cottage still had its furniture, and every spring someone from the trust came out to check the roof and air the rooms. That year it was Ruth, because nobody else wanted the boat trip. [soft] She landed on a flat grey morning with the sea barely moving, unlocked the cottage, and opened the windows one by one to let the winter out. [fearful] It was on the second afternoon that she found the logbook, wedged behind a drawer that had swollen shut, and the last entry was dated three weeks after the light was supposed to have been left empty. [trembling voice] The handwriting was steady at the top of the page and much less steady by the bottom, and it described a night of weather that the mainland records insisted had never happened. [fearful] She read it twice, put it down, and became extremely aware of how far the boat was, and how the only other sound was the gulls. [surprised] Then she turned the page, and found a second hand entirely, neat and unhurried, explaining that the first writer had been her grandfather, that the storm had been real, and that the mainland had simply lost the record. [happy] Ruth sat on the cottage step with the book open on her knees until the light started to go, reading a man she had never met describing a sea she had crossed that morning, and she decided the roof could wait another day.	The lighthouse had been automated for eleven years, but the Keeper's Cottage still had its furniture, and every spring someone from the Trust came out to check the roof and air the rooms. That year it was Ruth, because nobody else wanted the boat trip. She landed on a flat grey morning with the sea barely moving, unlocked the cottage and opened the windows one by one to let the winter out. It was on the second afternoon that she found a log book, wedged behind a drawer that had swollen shut, and the last entry was dated three weeks after the light was supposed to have been left empty. The handwriting was steady at the top of the page and much less steady by the bottom, and it described a night of weather that the mainland records insisted had never happened. She read it twice, put it down, and became extremely aware of how far the boat was and how the only other sound was the gulls. Then she turned the page and found a second hand entirely, neat and unhurried, explaining that the first writer had been her grandfather, that the storm had been real, and that the mainland had simply lost the record. Ruth sat on the cottage step with the book open on her knees until the light started to go, reading a man she had never met describing a sea she had crossed that morning, and she decided the roof could wait another day.
reply_en_trailing_soft_20	en	reply	trailing	['soft']	en	0.9990234375	True	0.03333333333333333	1	30	False	We walked back along the harbour road with the boats knocking gently against the pontoons, and neither of us said anything for a long while. It didn't need saying. [soft]	We walked back along the harbor road with the boats knocking gently against the pontoons, and neither of us said anything for a long while. It didn't need saying.
reply_en_leading_soft_20	en	reply	leading	['soft']	en	0.998046875	True	0.0	0	34	False	[soft] She fell asleep about ten minutes into the film, still holding the remote. I didn't want to wake her, so I just turned the volume down and let it play to the end.	She fell asleep about ten minutes into the film, still holding the remote. I didn't want to wake her, so I just turned the volume down and let it play to the end.
reply_en_mid_gasp_20	en	reply	mid	['gasp']	en	0.99951171875	True	0.0	0	32	False	He reached into the bottom of the toolbox for a spanner and [gasp] pulled out his grandfather's watch, the one the family had assumed was lost in the move thirty years ago.	He reached into the bottom of the toolbox for a spanner and pulled out his grandfather's watch, the one the family had assumed was lost in the move thirty years ago.
reply_en_multi_disbelief_20	en	reply	multi	['surprised', 'laugh', 'happy']	en	0.9990234375	True	0.0	0	38	False	[surprised] They called my name and I genuinely thought there'd been a mistake. [laugh] I actually turned around to see if there was another Tom behind me. [happy] There wasn't. It was my name on the certificate and everything.	They called my name and I genuinely thought there'd been a mistake. I actually turned around to see if there was another Tom behind me. There wasn't. It was my name on the certificate and everything.
chapter_en_arc_21	en	chapter	per_sentence	['excited', 'angry', 'sad', 'soft', 'happy']	en	1.0	True	0.0	0	253	False	[excited] The bakery opened on a Tuesday with no sign above the door, because the sign had been delayed, and by nine in the morning there was a queue down to the corner anyway. [excited] Word had gone round the estate for a fortnight, and half the people in that queue had watched Dembe scrub the place out through the window every evening after his shift. [angry] The council inspector arrived at eleven and told him the extraction wasn't certified, that the paperwork he'd been promised in March had never been filed, and that he would have to close. [angry] Dembe pointed out, evenly, that he had rung the office six times, that he had a folder of dated letters, and that the queue outside was still growing while they stood there. [sad] It didn't matter. He turned the oven off at midday, went out to the pavement, and explained to about sixty people that there wouldn't be any bread after all. [soft] An older woman near the front said she would come back on Thursday, and then the man behind her said the same, and it went down the line like that until the street was quiet. [soft] He spent the afternoon sitting among the cooling trays with the folder open in front of him, writing a seventh letter, more carefully than the first six. [happy] The certificate came through on the Friday of the following week, and when he opened the door on the Saturday morning the queue was already there, and it was longer.	The bakery opened on a Tuesday with no sign above the door because the sign had been delayed, and by nine in the morning there was a queue down to the corner anyway. Word had gone round the estate for a fortnight, and half the people in that queue had watched Dembe scrub the place out through the window every evening after his shift. The council inspector arrived at eleven and told him the extraction wasn't certified, that the paperwork he'd been promised in March had never been filed, and that he would have to close. Dembe pointed out evenly that he had rung the office six times, that he had a folder of dated letters, and that the queue outside was still growing while they stood there. It didn't matter. He turned the oven off at midday, went out to the pavement, and explained to about sixty people that there wouldn't be any bread after all. An older woman near the front said she would come back on Thursday, and then the man behind her said the same, and it went down the line like that. Until the street was quiet. He spent the afternoon sitting among the cooling trays with the folder open in front of him, writing a seventh letter, more carefully than the first six. The certificate came through on the Friday of the following week, and when he opened the door on the Saturday morning the queue was already there. And it was longer.
reply_en_trailing_trembling_20	en	reply	trailing	['trembling voice']	en	0.99853515625	True	0.02564102564102564	1	39	False	I had the whole speech written out, I'd practised it in the car, and then I stood up and looked at all of them looking back at me and every single word went straight out of my head. [trembling voice]	I had the whole speech written out, I'd practiced it in the car, and then I stood up and looked at all of them looking back at me and every single word went straight out of my head.
reply_en_leading_fearful_20	en	reply	leading	['fearful']	en	0.9990234375	True	0.058823529411764705	2	34	False	[fearful] The lights went out on the whole street at once. No hum from the fridge, no streetlamps, nothing. And then I heard the back gate swing open, and I remembered I'd locked it.	The lights went out on the whole street at once. No hum from the fridge, no street lamps, nothing. And then I heard the back gate swing open and I remembered I'd locked it.
reply_en_mid_soft_20	en	reply	mid	['soft']	en	0.99853515625	True	0.0	0	32	False	The nurse showed us how to hold him, with one hand under the head, and [soft] then everyone left the room and it was just the three of us for the first time.	The nurse showed us how to hold him with one hand under the head, and then everyone left the room and it was just the three of us for the first time.
chapter_en_arc_22	en	chapter	per_sentence	['soft', 'sad', 'angry', 'trembling voice', 'happy']	en	0.99951171875	True	0.07589285714285714	17	224	False	[soft] My grandmother kept every letter my grandfather sent her from sea, in order, in a biscuit tin that smelled faintly of ginger for the rest of its life. [soft] She read them in rotation, a few each winter, and she never once read them out loud to anybody. [sad] When she died the tin went to my aunt, and my aunt put it in a storage unit in Croydon along with the furniture, and then the storage unit was cleared. [angry] Nobody told us. The company sent a notice to an address my aunt had left four years earlier, waited the statutory period, and disposed of the contents entirely legally. [angry] I spent a week on the phone being told, politely and repeatedly, that everything had been done correctly, which was true, and which helped not at all. [trembling voice] What I could not get past was that the letters had survived two wars, nine house moves and a flood, and were lost to an unread envelope. [soft] Then in March my cousin found four of them in a book of hymns that had gone to a different relative, unread, tucked in flat against the back cover. [happy] Four out of what must have been two hundred. We photographed every page that same afternoon, uploaded them twice, and posted a printed set to everyone in the family who might conceivably want one.	My grandmother kept every letter my grandfather sent her from sea in order in a biscuit tin that smelled faintly of ginger for the rest of its life. She read them in rotation, a few each winter, and she never once read them out loud to anybody. When she died, the tin went to my aunt, and my aunt put it in a storage unit in Croydon, along with the furniture, and then the storage unit was cleared. Nobody told us. The company sent a notice to an address my aunt had left four years earlier, waited the statutory period, and disposed of the contents entirely legally. I spent a week on the phone being told, politely and repeatedly, that everything had been done correctly. Which was not the case. It was true, and which helped not at all. What I could not get past was that the letters had survived two wars, nine house moves, and a flood, and were lost to an unread envelope. Then, in March, my cousin found four of them in a book of hymns that had gone to a different relative, unread, tucked in flat against the back cover, four out of what must have been two hundred. We photographed every page that same afternoon, uploaded them to the internet, and sent them to my aunt. She sent them twice, and posted a printed set to everyone in the family who might conceivably want one.
reply_en_trailing_surprised_30	en	reply	trailing	['surprised']	en	0.99853515625	True	0.0	0	36	False	We booked the cheapest room in the place, right at the back, no view, no balcony. They upgraded us at check-in without saying anything, and I only worked it out when I opened the curtains. [surprised]	We booked the cheapest room in the place, right at the back, no view, no balcony. They upgraded us at check-in without saying anything, and I only worked it out when I opened the curtains.
reply_en_leading_whispers_20	en	reply	leading	['whispers']	en	0.99951171875	True	0.0	0	38	False	[whispers] Don't move yet. There's a deer at the edge of the clearing, just past the fallen birch, and she hasn't seen us. If we stay exactly where we are she might bring the fawn out.	Don't move yet. There's a deer at the edge of the clearing just past the fallen birch, and she hasn't seen us. If we stay exactly where we are, she might bring the fawn out.
reply_en_mid_chuckle_30	en	reply	mid	['chuckle']	en	0.99951171875	True	0.029411764705882353	1	34	False	He insisted he'd fixed the tap himself, showed me the receipt for the parts, and [chuckle] the moment I turned it on the whole thing came away in my hand and hit the ceiling.	He insisted he'd fixed the tap himself, showed me the receipt for the parts, and paintings. The moment I turned it on, the whole thing came away in my hand and hit the ceiling.
chapter_en_arc_23	en	chapter	per_sentence	['fearful', 'fast', 'surprised', 'soft', 'laugh']	en	0.99951171875	True	0.021621621621621623	4	185	False	[fearful] The fire alarm went off at four in the morning in a hotel where none of us spoke the local language and the corridor signage was, generously, ambiguous. [fast] I got the door open, got my brother out of the second bed, grabbed the passports off the desk because that is apparently what my hands decided mattered, and we went down eleven flights of stairs in bare feet. [fast] Half the building was already in the car park, wrapped in duvets, and nobody could find anyone official to ask. [surprised] After about twenty minutes a very calm member of staff came out and explained, in careful English, that a guest on the fourth floor had been smoking under a detector, and that there had never been a fire at any point. [soft] There was a long pause while four hundred people processed that. [soft] Then somebody near the back started laughing, and it spread across the car park in about ten seconds. [laugh] My brother looked down at what he was holding, which was the television remote, and could not explain to me or to himself why he had brought it.	The fire alarm went off at four in the morning in a hotel where none of us spoke the local language and the corridor signage was generously ambiguous. I got the door open, got my brother out of the second bed, grabbed the passports off the desk, because that is apparently what my hands decided mattered, and we went down eleven flights of stairs in bare feet. Half the building was already in the car park, wrapped in duvets, and nobody could find anyone official to ask. After about twenty minutes a very calm member of staff came out and explained, in careful English, that a guest on the fourth floor had been smoking under a detector, and that there had never been a fire at any point. There was a long pause while four hundred people processed that. Then somebody near the back started laughing, and it spread across the car park in about ten seconds. My brother looked down at what he was holding, which was the television remote, and could not explain to me or to himself why he had broken it. He had brought it.
reply_en_leading_sarcastic_20	en	reply	leading	['sarcastic']	en	0.99755859375	True	0.0	0	34	False	[sarcastic] Oh, brilliant timing. The heating breaks the same week the temperature drops, the plumber can't come until Thursday, and the emergency line plays me a recording about how much they value my custom.	Oh, brilliant timing. The heating breaks the same week the temperature drops, the plumber can't come until Thursday, and the emergency line plays me a recording about how much they value my custom.
chapter_en_arc_24	en	chapter	per_sentence	['soft', 'excited', 'angry', 'sad', 'happy']	en	0.99951171875	True	0.0811965811965812	19	234	False	[soft] The village hall had been booked for the exhibition since January, one long room with bad lighting and a floor that had seen forty years of badminton. [excited] Priya had spent three months collecting the photographs, going door to door, borrowing albums from people who had never shown them to anybody outside the family. [excited] By the Friday there were two hundred and eleven prints on the walls, arranged by decade, and a table at the end for anyone who wanted to add a caption in pencil. [angry] On the Saturday morning the hall committee told her the fire officer had been in and the display boards were blocking a secondary exit, and that everything on the east wall would have to come down before opening. [angry] That was sixty photographs, the entire nineteen-seventies, and the people in them were arriving at eleven. [sad] She took them down herself, one at a time, and stacked them face up on the stage where nobody would see them. [soft] Then a man she didn't recognise asked what was in the pile, listened to the whole story, and went out to his van. [happy] He came back with eight folding easels from his sister's wedding business, and by five past eleven the entire nineteen-seventies were standing in the middle of the floor where people had to walk around them, which everyone agreed afterwards had been the better arrangement all along.	The village hall had been booked for the exhibition since January, one long room with bad lighting and a floor that had seen 40 years of badminton. Priya had spent three months collecting the photographs, going door to door, borrowing albums from people who had never shown them to anybody outside the family. By the Friday, there were 211 prints on the walls, arranged by decade, and a table at the end for anyone who wanted to add a caption in pencil. On the Saturday morning, the hall committee told her the fire officer had been in and the display boards were blocking a secondary exit, and that everything on the east wall would have to come down before opening. That was 60 photographs, the entire 1970s, and the people in them were arriving at 11. She took them down herself, one at a time, and stacked them face up on the stage where nobody would see them. Then a man she didn't recognize asked what was in the pile, listened to the whole. He came back with eight folding easels from his sister's wedding business, and by five past eleven the entire 1970s were standing in the middle of the floor where people had to walk around them, which everyone agreed afterwards had been the better arrangement all along.
reply_en_leading_fast_20	en	reply	leading	['fast']	en	0.9990234375	True	0.02631578947368421	1	38	False	[fast] Right, listen, the meeting moved to eleven, the slides still say last quarter's numbers, Priya's stuck on the ring road, and someone needs to tell the client before they dial in and see the wrong deck.	Right, listen. The meeting moved to 11. The slides still say last quarter's numbers. Priya's stuck on the ring road and someone needs to tell the client before they dial in and see the wrong deck.
reply_en_leading_happy_30	en	reply	leading	['happy']	en	0.99951171875	True	0.0	0	42	False	[happy] The allotment finally paid off this year. We came back from two weeks away expecting a jungle, and instead there were beans up the canes, the tomatoes had gone red on their own, and next door had watered everything without being asked.	The allotment finally paid off this year. We came back from two weeks away expecting a jungle, and instead there were beans up the canes. The tomatoes had gone red on their own, and next door had watered everything without being asked.
small_de_combined_fast_01	de	small	combined	['fast', 'excited']	de	0.9970703125	True	0.14285714285714285	1	7	False	[fast] [excited] Komm schnell, du musst das sofort sehen!	Komm schnell, du musst es sofort sehen.
small_de_leading_excited_01	de	small	leading	['excited']	de	0.9716796875	True	0.0	0	5	False	[excited] Wir haben die Wohnung bekommen!	Wir haben die Wohnung bekommen.
small_de_mid_angry_01	de	small	mid	['angry']	de	0.98876953125	True	0.0	0	8	False	Du hast es mir versprochen [angry] und jetzt das.	Du hast es mir versprochen und jetzt das.
small_de_multi_sad_01	de	small	multi	['sad', 'angry', 'sigh']	de	0.99560546875	True	0.3	3	10	False	[sad] Es ist vorbei. [angry] Und das alles wegen ihm. [sigh] Egal jetzt.	ist er vorbei und ist alles wegen ihm, egal jetzt.
small_de_neutral_neutral_01	de	small	neutral	[]	de	0.99609375	True	0.125	1	8	False	Die Milch ist alle, ich geh schnell einkaufen.	Die Milch ist alle, ich gehe schnell einkaufen.
reply_de_per_sentence_sad_01	de	reply	per_sentence	['sad', 'angry', 'sigh']	de	0.9990234375	True	0.0	0	21	False	[sad] Er hat nicht mal angerufen. [angry] Nach allem, was ich für ihn getan habe. [sigh] Vielleicht war es einfach nie wirklich ernst gemeint.	Er hat nicht mal angerufen, nach allem, was ich für ihn getan habe. Vielleicht war es einfach nie wirklich ernst gemeint.
small_de_special_gasp_01	de	small	special	['gasp']	de	0.9990234375	True	0.0	0	10	False	Ich drehte mich um und [gasp] da war es plötzlich weg.	Ich drehte mich um und da war es plötzlich weg.
small_de_trailing_sigh_01	de	small	trailing	['sigh']	de	0.9990234375	True	0.0	0	8	False	Na gut, dann machen wir es eben so [sigh].	Na gut, dann machen wir es eben so.
small_de_wrap_angry_01	de	small	wrap	['angry']	de	0.98828125	True	0.0	0	6	False	Und dann kam dieses eine [angry] Nein.	Und dann kam dieses eine Nein.
small_de_combined_whispering_01_s2	de	small	combined	['whispering', 'fearful']	de	0.98876953125	True	0.3333333333333333	2	6	False	[whispering] [fearful] Da ist jemand draußen im Flur.	Lässt jemand draußen im Flur?
small_de_leading_sad_01	de	small	leading	['sad']	de	0.99267578125	True	0.0	0	7	False	[sad] Ich vermisse mein altes Zuhause so sehr.	Ich vermisse mein altes Zuhause so sehr.
small_de_mid_surprised_01	de	small	mid	['surprised']	de	0.99755859375	True	0.0	0	8	False	Ich öffne die Tür und [surprised] da stehst du.	Ich öffne die Tür und da stehst du.
chapter_de_arc_05	de	chapter	multi	['fearful', 'trembling voice', 'sigh', 'soft']	de	1.0	True	0.0	0	171	False	Der Himmel über der Bucht hatte sich schon am Nachmittag verfärbt, doch keiner von uns wollte es so recht zugeben. Wir warfen die Netze aus wie an jedem anderen Tag, während der Wind langsam auffrischte. [fearful] Als die erste große Welle über die Reling schlug, wussten wir, dass wir viel zu lange gewartet hatten. Das kleine Boot ächzte unter jedem Stoß, und das Wasser stand uns bald bis zu den Knöcheln. Mein Vater brüllte seine Befehle gegen den Sturm, doch seine Stimme ging im Heulen des Windes fast völlig unter. [trembling voice] Ich klammerte mich an das nasse Holz und betete, dass die alten Planken noch eine einzige Stunde halten würden. Stunde um Stunde kämpften wir uns Meter für Meter zurück in Richtung Küste. Und dann, kurz vor Mitternacht, durchbrach das Licht des Leuchtturms endlich die Dunkelheit. [sigh] Als der Kiel zum ersten Mal über den Sand schrammte, brach die ganze Anspannung mit einem Schlag aus mir heraus. [soft] Wir lagen erschöpft am Strand, lebendig, und mein Vater legte mir wortlos den Arm um die Schulter.	Der Himmel über der Bucht hatte sich schon am Nachmittag verfärbt, doch keiner von uns wollte es so recht zugeben. Wir warfen die Netze aus wie an jedem anderen Tag, während der Wind langsam auffrischte. Als die erste große Welle über die Reling schlug, wussten wir, dass wir viel zu lange gewartet hatten. Das kleine Boot ächzte unter jedem Stoß, und das Wasser stand uns bald bis zu den Knöcheln. Mein Vater brüllte seine Befehle gegen den Sturm, doch seine Stimme ging im Heulen des Windes fast völlig unter. Ich klammerte mich an das nasse Holz und betete, dass die alten Planken noch eine einzige Stunde halten würden. Stunde um Stunde kämpften wir uns Meter für Meter zurück in Richtung Küste, und dann, kurz vor Mitternacht, durchbrach das Licht des Leuchtturms endlich die Dunkelheit. Als der Kiel zum ersten Mal über den Sand schrammte, brach die ganze Anspannung mit einem Schlag aus mir heraus. Wir lagen erschöpft am Strand, lebendig, und mein Vater legte mir wortlos den Arm um die Schulter.
small_de_neutral_neutral_02	de	small	neutral	[]	de	0.9970703125	True	0.0	0	9	False	Der Bus kommt in zehn Minuten an der Ecke.	Der Bus kommt in zehn Minuten an der Ecke.
chapter_de_arc_02	de	chapter	per_sentence	['sad', 'soft', 'trembling voice', 'angry', 'sigh', 'whispers']	de	0.99951171875	True	0.0	0	152	False	[sad] Das Haus ist still geworden, seit du nicht mehr da bist. [soft] Morgens decke ich aus reiner Gewohnheit noch immer zwei Tassen auf den Tisch. [trembling voice] Manchmal glaube ich, deine Schritte im Flur zu hören, und für einen Moment vergesse ich alles. [angry] Es macht mich wütend, dass niemand mich gewarnt hat, dass es so schnell gehen würde. [sad] Ich habe so vieles aufgeschoben, so viele Gespräche, die wir nie geführt haben. [sigh] Gestern habe ich endlich deinen alten Mantel aus dem Schrank genommen und ihn ans Fenster gehängt. [soft] Er riecht noch immer nach dir, nach Tabak und nach diesem alten Parfüm. [whispers] Und auf einmal war es gar nicht mehr traurig, sondern fast schon tröstlich. [sad] Ich weiß, dass die Tage nicht leichter werden, jedenfalls nicht so bald. [soft] Aber heute habe ich zum ersten Mal seit Wochen wieder im Garten gesessen und der Amsel zugehört. [sigh] Vielleicht ist das der Anfang, ganz langsam, Schritt für Schritt zurück ins Leben.	Das Haus ist still geworden, seit du nicht mehr da bist. Morgens decke ich aus reiner Gewohnheit noch immer zwei Tassen auf den Tisch. Manchmal glaube ich, deine Schritte im Flur zu hören, und für einen Moment vergesse ich alles. Es macht mich wütend, dass niemand mich gewarnt hat, dass es so schnell gehen würde. Ich habe so vieles aufgeschoben, so viele Gespräche, die wir nie geführt haben. Gestern habe ich endlich deinen alten Mantel aus dem Schrank genommen und ihn ans Fenster gehängt. Er riecht noch immer nach dir, nach Tabak und nach diesem alten Parfüm. Und auf einmal war es gar nicht mehr traurig, sondern fast schon tröstlich. Ich weiß, dass die Tage nicht leichter werden, jedenfalls nicht so bald. Aber heute habe ich zum ersten Mal seit Wochen wieder im Garten gesessen, und der Amsel zugehört. Vielleicht ist das der Anfang. Ganz langsam, Schritt für Schritt zurück ins Leben.
reply_de_special_laugh_01	de	reply	special	['laugh']	de	0.99853515625	True	0.0	0	20	False	Er stand auf der Bühne, vergaß komplett seinen Text und sagte dann einfach [laugh] guten Abend. Das Publikum war trotzdem begeistert.	Er stand auf der Bühne, vergaß komplett seinen Text und sagte dann einfach Guten Abend. Das Publikum war trotzdem begeistert.
small_de_trailing_whispers_01	de	small	trailing	['whispers']	de	0.99462890625	True	0.0	0	6	False	Schlaf jetzt, es ist alles gut [whispers].	Schlaf jetzt, es ist alles gut.
small_de_wrap_whispering_01_s2	de	small	wrap	['whispering']	en	0.921875	False	0.0	0	5	False	Das war sein allerletztes [whispering] Wort.	Das war sein allerletztes Wort.
small_de_combined_hurrytone_01_s2	de	small	combined	['in a hurry tone', 'panting']	de	0.99951171875	True	0.14285714285714285	1	7	False	[in a hurry tone] [panting] Ich hab den Bus gerade noch erwischt.	Ich habe den Bus gerade noch erwischt.
reply_de_leading_happy_01	de	reply	leading	['happy']	de	1.0	True	0.06666666666666667	1	15	False	[happy] Ich hab die Prüfung bestanden! Mit einer Eins sogar. Ich kann es selbst kaum glauben.	Ich habe die Prüfung bestanden, mit einer Eins sogar, ich kann es selbst kaum glauben.
reply_de_mid_excited_01	de	reply	mid	['excited']	de	0.99951171875	True	0.0	0	20	False	Wir sind gerade angekommen und [excited] du glaubst nicht, wie schön es hier ist. Das Meer liegt direkt vor der Haustür.	Wir sind gerade angekommen und du glaubst nicht, wie schön es hier ist. Das Meer liegt direkt vor der Haustür.
small_de_multi_happy_01_s2	de	small	multi	['happy', 'surprised', 'laughing']	de	0.99755859375	True	0.09090909090909091	1	11	False	[happy] Ich hab den Job! [surprised] Moment, du auch? [laughing] Das ist ja unglaublich!	Ich habe den Job. Moment, du auch? Das ist ja unglaublich.
small_de_neutral_neutral_03	de	small	neutral	[]	de	0.99951171875	True	0.0	0	9	False	Häng bitte die Wäsche raus, es soll später regnen.	Häng bitte die Wäsche raus, es soll später regnen.
reply_de_per_sentence_happy_01_s2	de	reply	per_sentence	['happy', 'excited', 'laughing']	de	0.9990234375	True	0.0	0	25	False	[happy] Wir haben es endlich geschafft. [excited] Nächste Woche ziehen wir in die neue Wohnung ein. [laughing] Ich kann nachts schon gar nicht mehr schlafen vor lauter Vorfreude.	Wir haben es endlich geschafft. Nächste Woche ziehen wir in die neue Wohnung ein. Ich kann nachts schon gar nicht mehr schlafen vor lauter Vorfreude.
small_de_special_laughing_01_s2	de	small	special	['laughing']	de	0.99951171875	True	0.0	0	8	False	Und dann [laughing] fiel ihm der ganze Teller runter.	Und dann fiel ihm der ganze Teller runter.
reply_de_trailing_sigh_01	de	reply	trailing	['sigh']	de	0.9990234375	True	0.0	0	15	False	Es war ein wirklich langer Tag, und ehrlich gesagt bin ich jetzt völlig am Ende [sigh].	Es war ein wirklich langer Tag und ehrlich gesagt bin ich jetzt völlig am Ende.
small_de_wrap_shouting_01_s2	de	small	wrap	['shouting']	de	0.9921875	True	0.0	0	6	False	Sie rief nur ein einziges [shouting] Halt!	Sie rief nur ein einziges HALT.
reply_de_combined_whispering_01_s2	de	reply	combined	['whispering', 'fearful']	de	0.99951171875	True	0.0	0	13	False	[whispering] [fearful] Ich glaube, da unten ist jemand. Hörst du die leisen Schritte im Keller?	Ich glaube, da unten ist jemand. Hörst du die leisen Schritte im Keller?
small_de_leading_happy_01_s2	de	small	leading	['happy']	de	0.998046875	True	0.16666666666666666	1	6	False	[happy] Endlich Wochenende, ich freu mich riesig!	Endlich Wochenende. Ich freue mich riesig.
small_de_mid_sighing_01_s2	de	small	mid	['sighing']	de	0.99658203125	True	0.1	1	10	False	Ich hab den ganzen Tag gewartet [sighing] und nichts ist passiert.	Ich habe den ganzen Tag gewartet und nichts ist passiert.
small_de_multi_excited_01_s2	de	small	multi	['excited', 'in a hurry tone']	de	0.9970703125	True	0.25	2	8	False	[excited] Pack die Koffer! [in a hurry tone] Der Zug fährt gleich ab!	Kack dein Koffer. Der Zug fährt gleich ab.
reply_de_neutral_neutral_01	de	reply	neutral	[]	de	0.98974609375	True	0.125	2	16	False	Klar, ich hol dich um acht ab. Schreib mir einfach kurz, falls sich noch was ändert.	Klar, ich hole dich um 8 ab. Schreib mir einfach kurz, falls sich noch was ändert.
reply_de_per_sentence_surprised_01_s2	de	reply	per_sentence	['surprised', 'happy', 'chuckling']	de	1.0	True	0.07407407407407407	2	27	False	[surprised] Du bist ja tatsächlich gekommen. [happy] Ich hab so sehr gehofft, dass du es schaffst. [chuckling] Und jetzt steh ich hier und weiß gar nicht, was ich sagen soll.	Du bist ja tatsächlich gekommen. Ich habe so sehr gehofft, dass du es schaffst. Und jetzt stehe ich hier und weiß gar nicht, was ich sagen soll.
small_de_special_sighing_01_s2	de	small	special	['sighing']	de	0.99560546875	True	0.25	2	8	False	Na ja [sighing] man kann eben nicht alles haben.	Naja, man kann eben nicht alles haben.
small_de_trailing_sobbing_01_s2	de	small	trailing	['sobbing']	de	0.9990234375	True	0.0	0	6	False	Sie ist heute Morgen einfach gegangen [sobbing].	Sie ist heute Morgen einfach gegangen.
reply_de_wrap_one_word_20	de	reply	wrap	['whispers']	de	0.998046875	True	0.03125	1	32	False	Im ganzen Saal wurde es still, als der Kurator das Tuch anhob, und jemand hinter mir sagte [whispers] außergewöhnlich, und das war für gut zehn Sekunden das einzige Wort, das jemand zustande brachte.	Im ganzen Saal wurde es still, als der Kurator das Tuch anhob und jemand hinter mir sagte, außergewöhnlich, und es war für gut zehn Sekunden das einzige Wort, das jemand zustande brachte.
reply_de_combined_softsad_20	de	reply	combined	['soft', 'sad']	de	1.0	True	0.0	0	34	False	[soft] [sad] Ich habe seine Handschrift am Rand des Kochbuchs gefunden, nur eine Notiz, man solle weniger Salz nehmen. So eine gewöhnliche Sache, die einer hinterlässt, und ich konnte das Buch eine Stunde lang nicht weglegen.	Ich habe seine Handschrift am Rand des Kochbuchs gefunden, nur eine Notiz, man solle weniger Salz nehmen. So eine gewöhnliche Sache, die einer hinterlässt, und ich konnte das Buch eine Stunde lang nicht weglegen.
small_de_leading_angry_01_s2	de	small	leading	['angry']	de	0.99609375	True	0.0	0	6	False	[angry] Das geht jetzt wirklich zu weit.	Das geht jetzt wirklich zu weit.
small_de_mid_laughing_01_s2	de	small	mid	['laughing']	de	0.9951171875	True	0.0	0	6	False	Er ist mitten im Satz [laughing] eingeschlafen.	Er ist mitten im Satz eingeschlafen.
reply_de_multi_excited_01_s2	de	reply	multi	['excited', 'surprised', 'laughing']	de	0.99951171875	True	0.07692307692307693	1	13	False	[excited] Wir haben gewonnen! [surprised] Hast du das gerade gesehen? [laughing] Ich glaub es einfach nicht!	Wir haben gewonnen. Hast du das gerade gesehen? Ich glaube es einfach nicht.
reply_de_neutral_neutral_02	de	reply	neutral	[]	de	0.9990234375	True	0.058823529411764705	1	17	False	Das Paket ist heute gekommen. Ich hab es beim Nachbarn abgegeben, weil du ja nicht da warst.	Das Paket ist heute gekommen. Ich hab's beim Nachbarn abgegeben, weil du ja nicht da warst.
