id	scale	lang	placement	tags	text	wav	n_samples	sample_rate	seconds
small_de_mid_angry_01	small	de	mid	angry	Du hast es mir versprochen [angry] und jetzt das.	de/small_de_mid_angry_01.wav	122880	44100	2.786
small_de_multi_sad_01	small	de	multi	sad,angry,sigh	[sad] Es ist vorbei. [angry] Und das alles wegen ihm. [sigh] Egal jetzt.	de/small_de_multi_sad_01.wav	231424	44100	5.248
small_de_neutral_neutral_01	small	de	neutral		Die Milch ist alle, ich geh schnell einkaufen.	de/small_de_neutral_neutral_01.wav	116736	44100	2.647
reply_de_per_sentence_sad_01	reply	de	per_sentence	sad,angry,sigh	[sad] Er hat nicht mal angerufen. [angry] Nach allem, was ich für ihn getan habe. [sigh] Vielleicht war es einfach nie wirklich ernst gemeint.	de/reply_de_per_sentence_sad_01.wav	319488	44100	7.245
small_de_special_gasp_01	small	de	special	gasp	Ich drehte mich um und [gasp] da war es plötzlich weg.	de/small_de_special_gasp_01.wav	116736	44100	2.647
small_de_trailing_sigh_01	small	de	trailing	sigh	Na gut, dann machen wir es eben so [sigh].	de/small_de_trailing_sigh_01.wav	110592	44100	2.508
small_de_wrap_angry_01	small	de	wrap	angry	Und dann kam dieses eine [angry] Nein.	de/small_de_wrap_angry_01.wav	100352	44100	2.276
small_de_combined_whispering_01_s2	small	de	combined	whispering,fearful	[whispering] [fearful] Da ist jemand draußen im Flur.	de/small_de_combined_whispering_01_s2.wav	81920	44100	1.858
small_de_leading_sad_01	small	de	leading	sad	[sad] Ich vermisse mein altes Zuhause so sehr.	de/small_de_leading_sad_01.wav	122880	44100	2.786
small_de_mid_surprised_01	small	de	mid	surprised	Ich öffne die Tür und [surprised] da stehst du.	de/small_de_mid_surprised_01.wav	108544	44100	2.461
chapter_de_arc_05	chapter	de	multi	fearful,trembling voice,sigh,soft	Der Himmel über der Bucht hatte sich schon am Nachmittag verfärbt, doch keiner von uns wollte es so recht zugeben. Wir warfen die Netze aus wie an jedem anderen Tag, während der Wind langsam auffrischte. [fearful] Als die erste große Welle über die Reling schlug, wussten wir, dass wir viel zu lange gewartet hatten. Das kleine Boot ächzte unter jedem Stoß, und das Wasser stand uns bald bis zu den Knöcheln. Mein Vater brüllte seine Befehle gegen den Sturm, doch seine Stimme ging im Heulen des Windes fast völlig unter. [trembling voice] Ich klammerte mich an das nasse Holz und betete, dass die alten Planken noch eine einzige Stunde halten würden. Stunde um Stunde kämpften wir uns Meter für Meter zurück in Richtung Küste. Und dann, kurz vor Mitternacht, durchbrach das Licht des Leuchtturms endlich die Dunkelheit. [sigh] Als der Kiel zum ersten Mal über den Sand schrammte, brach die ganze Anspannung mit einem Schlag aus mir heraus. [soft] Wir lagen erschöpft am Strand, lebendig, und mein Vater legte mir wortlos den Arm um die Schulter.	de/chapter_de_arc_05.wav	2547712	44100	57.771
small_de_neutral_neutral_02	small	de	neutral		Der Bus kommt in zehn Minuten an der Ecke.	de/small_de_neutral_neutral_02.wav	116736	44100	2.647
chapter_de_arc_02	chapter	de	per_sentence	sad,soft,trembling voice,angry,sigh,whispers	[sad] Das Haus ist still geworden, seit du nicht mehr da bist. [soft] Morgens decke ich aus reiner Gewohnheit noch immer zwei Tassen auf den Tisch. [trembling voice] Manchmal glaube ich, deine Schritte im Flur zu hören, und für einen Moment vergesse ich alles. [angry] Es macht mich wütend, dass niemand mich gewarnt hat, dass es so schnell gehen würde. [sad] Ich habe so vieles aufgeschoben, so viele Gespräche, die wir nie geführt haben. [sigh] Gestern habe ich endlich deinen alten Mantel aus dem Schrank genommen und ihn ans Fenster gehängt. [soft] Er riecht noch immer nach dir, nach Tabak und nach diesem alten Parfüm. [whispers] Und auf einmal war es gar nicht mehr traurig, sondern fast schon tröstlich. [sad] Ich weiß, dass die Tage nicht leichter werden, jedenfalls nicht so bald. [soft] Aber heute habe ich zum ersten Mal seit Wochen wieder im Garten gesessen und der Amsel zugehört. [sigh] Vielleicht ist das der Anfang, ganz langsam, Schritt für Schritt zurück ins Leben.	de/chapter_de_arc_02.wav	2611200	44100	59.211
reply_de_special_laugh_01	reply	de	special	laugh	Er stand auf der Bühne, vergaß komplett seinen Text und sagte dann einfach [laugh] guten Abend. Das Publikum war trotzdem begeistert.	de/reply_de_special_laugh_01.wav	315392	44100	7.152
small_de_trailing_whispers_01	small	de	trailing	whispers	Schlaf jetzt, es ist alles gut [whispers].	de/small_de_trailing_whispers_01.wav	137216	44100	3.111
small_de_wrap_whispering_01_s2	small	de	wrap	whispering	Das war sein allerletztes [whispering] Wort.	de/small_de_wrap_whispering_01_s2.wav	94208	44100	2.136
small_de_combined_hurrytone_01_s2	small	de	combined	in a hurry tone,panting	[in a hurry tone] [panting] Ich hab den Bus gerade noch erwischt.	de/small_de_combined_hurrytone_01_s2.wav	94208	44100	2.136
reply_de_leading_happy_01	reply	de	leading	happy	[happy] Ich hab die Prüfung bestanden! Mit einer Eins sogar. Ich kann es selbst kaum glauben.	de/reply_de_leading_happy_01.wav	235520	44100	5.341
reply_de_mid_excited_01	reply	de	mid	excited	Wir sind gerade angekommen und [excited] du glaubst nicht, wie schön es hier ist. Das Meer liegt direkt vor der Haustür.	de/reply_de_mid_excited_01.wav	301056	44100	6.827
small_de_multi_happy_01_s2	small	de	multi	happy,surprised,laughing	[happy] Ich hab den Job! [surprised] Moment, du auch? [laughing] Das ist ja unglaublich!	de/small_de_multi_happy_01_s2.wav	251904	44100	5.712
small_de_neutral_neutral_03	small	de	neutral		Häng bitte die Wäsche raus, es soll später regnen.	de/small_de_neutral_neutral_03.wav	131072	44100	2.972
reply_de_per_sentence_happy_01_s2	reply	de	per_sentence	happy,excited,laughing	[happy] Wir haben es endlich geschafft. [excited] Nächste Woche ziehen wir in die neue Wohnung ein. [laughing] Ich kann nachts schon gar nicht mehr schlafen vor lauter Vorfreude.	de/reply_de_per_sentence_happy_01_s2.wav	444416	44100	10.077
small_de_special_laughing_01_s2	small	de	special	laughing	Und dann [laughing] fiel ihm der ganze Teller runter.	de/small_de_special_laughing_01_s2.wav	100352	44100	2.276
reply_de_trailing_sigh_01	reply	de	trailing	sigh	Es war ein wirklich langer Tag, und ehrlich gesagt bin ich jetzt völlig am Ende [sigh].	de/reply_de_trailing_sigh_01.wav	215040	44100	4.876
small_de_wrap_shouting_01_s2	small	de	wrap	shouting	Sie rief nur ein einziges [shouting] Halt!	de/small_de_wrap_shouting_01_s2.wav	94208	44100	2.136
reply_de_combined_whispering_01_s2	reply	de	combined	whispering,fearful	[whispering] [fearful] Ich glaube, da unten ist jemand. Hörst du die leisen Schritte im Keller?	de/reply_de_combined_whispering_01_s2.wav	178176	44100	4.040
small_de_leading_happy_01_s2	small	de	leading	happy	[happy] Endlich Wochenende, ich freu mich riesig!	de/small_de_leading_happy_01_s2.wav	98304	44100	2.229
small_de_mid_sighing_01_s2	small	de	mid	sighing	Ich hab den ganzen Tag gewartet [sighing] und nichts ist passiert.	de/small_de_mid_sighing_01_s2.wav	198656	44100	4.505
small_de_multi_excited_01_s2	small	de	multi	excited,in a hurry tone	[excited] Pack die Koffer! [in a hurry tone] Der Zug fährt gleich ab!	de/small_de_multi_excited_01_s2.wav	137216	44100	3.111
reply_de_neutral_neutral_01	reply	de	neutral		Klar, ich hol dich um acht ab. Schreib mir einfach kurz, falls sich noch was ändert.	de/reply_de_neutral_neutral_01.wav	206848	44100	4.690
reply_de_per_sentence_surprised_01_s2	reply	de	per_sentence	surprised,happy,chuckling	[surprised] Du bist ja tatsächlich gekommen. [happy] Ich hab so sehr gehofft, dass du es schaffst. [chuckling] Und jetzt steh ich hier und weiß gar nicht, was ich sagen soll.	de/reply_de_per_sentence_surprised_01_s2.wav	436224	44100	9.892
small_de_special_sighing_01_s2	small	de	special	sighing	Na ja [sighing] man kann eben nicht alles haben.	de/small_de_special_sighing_01_s2.wav	165888	44100	3.762
small_de_trailing_sobbing_01_s2	small	de	trailing	sobbing	Sie ist heute Morgen einfach gegangen [sobbing].	de/small_de_trailing_sobbing_01_s2.wav	98304	44100	2.229
reply_de_wrap_one_word_20	reply	de	wrap	whispers	Im ganzen Saal wurde es still, als der Kurator das Tuch anhob, und jemand hinter mir sagte [whispers] außergewöhnlich, und das war für gut zehn Sekunden das einzige Wort, das jemand zustande brachte.	de/reply_de_wrap_one_word_20.wav	557056	44100	12.632
reply_de_combined_softsad_20	reply	de	combined	soft,sad	[soft] [sad] Ich habe seine Handschrift am Rand des Kochbuchs gefunden, nur eine Notiz, man solle weniger Salz nehmen. So eine gewöhnliche Sache, die einer hinterlässt, und ich konnte das Buch eine Stunde lang nicht weglegen.	de/reply_de_combined_softsad_20.wav	565248	44100	12.817
small_de_leading_angry_01_s2	small	de	leading	angry	[angry] Das geht jetzt wirklich zu weit.	de/small_de_leading_angry_01_s2.wav	59392	44100	1.347
small_de_mid_laughing_01_s2	small	de	mid	laughing	Er ist mitten im Satz [laughing] eingeschlafen.	de/small_de_mid_laughing_01_s2.wav	108544	44100	2.461
reply_de_multi_excited_01_s2	reply	de	multi	excited,surprised,laughing	[excited] Wir haben gewonnen! [surprised] Hast du das gerade gesehen? [laughing] Ich glaub es einfach nicht!	de/reply_de_multi_excited_01_s2.wav	200704	44100	4.551
reply_de_neutral_neutral_02	reply	de	neutral		Das Paket ist heute gekommen. Ich hab es beim Nachbarn abgegeben, weil du ja nicht da warst.	de/reply_de_neutral_neutral_02.wav	245760	44100	5.573
chapter_de_arc_01_s2	chapter	de	per_sentence	happy,excited,sighing,fearful,whispering,chuckling,sobbing,laughing	[happy] Heute ist der Tag, von dem ich seit Monaten geträumt habe. [excited] Schon seit dem Morgengrauen stehe ich am Fenster und schaue zu, wie die Sonne langsam über die Dächer steigt. [sighing] Und trotzdem zittern mir die Hände, während ich versuche, die Krawatte zu binden. [fearful] Was, wenn ich im falschen Moment die Worte vergesse, wenn meine Stimme mich vor allen Gästen im Stich lässt? [whispering] Meine Mutter legt mir die Hand auf die Schulter und sagt, ich solle einfach nur atmen. [chuckling] Dabei kennt sie mich gut genug, um zu wissen, dass ich genau das noch nie gekonnt habe. [happy] Dann höre ich die Musik im Garten, die ersten Gäste lachen, und plötzlich ist alle Angst wie weggeblasen. [sobbing] Als ich sie am Ende des Weges stehen sehe, in diesem weißen Kleid, kann ich die Tränen nicht mehr zurückhalten. [laughing] Und sie, mein Gott, sie strahlt über das ganze Gesicht und formt mit den Lippen ein lautloses Endlich. [happy] Heute beginnt unser gemeinsames Leben, und ich bin bereit für jeden einzelnen Tag, der kommt.	de/chapter_de_arc_01_s2.wav	2473984	44100	56.099
reply_de_special_laugh_20	reply	de	special	laugh	Er steht also auf für diesen sehr feierlichen Toast, klopft ans Glas, räuspert sich, und der ganze Boden des Glases fällt auf den Tisch [laugh] und er hält die Rede einfach weiter, mit dem Stiel in der Hand.	de/reply_de_special_laugh_20.wav	636928	44100	14.443
small_de_trailing_excited_01_s2	small	de	trailing	excited	Morgen fahren wir endlich ans Meer [excited]!	de/small_de_trailing_excited_01_s2.wav	116736	44100	2.647
reply_de_wrap_name_20	reply	de	wrap	soft	Sie haben die Namen langsam vorgelesen, einen nach dem anderen, und als sie bei [soft] Margarethe ankamen, senkte der Mann in der ersten Reihe endlich den Kopf.	de/reply_de_wrap_name_20.wav	364544	44100	8.266
reply_de_combined_fastexcited_20	reply	de	combined	fast,excited	[fast] [excited] Also, das Taxi steht unten, die Pässe sind in der blauen Tasche, ich habe uns schon eingecheckt, und wenn wir in den nächsten vier Minuten losfahren, schaffen wir den frühen Zug statt des späten.	de/reply_de_combined_fastexcited_20.wav	477184	44100	10.820
small_de_leading_surprised_01_s2	small	de	leading	surprised	[surprised] Du bist ja schon zurück!	de/small_de_leading_surprised_01_s2.wav	57344	44100	1.300
reply_de_mid_whispering_01_s2	reply	de	mid	whispering	Ich wollte dir nur kurz Bescheid geben, [whispering] aber bitte erzähl es noch keinem weiter. Es ist nämlich noch nicht offiziell.	de/reply_de_mid_whispering_01_s2.wav	315392	44100	7.152
chapter_de_arc_04_s2	chapter	de	multi	fearful,sighing,excited,laughing	Ich saß im Wartezimmer und starrte auf meine Bewerbungsmappe, die ich zum hundertsten Mal durchblätterte. Die anderen Kandidaten wirkten alle so selbstsicher, so makellos in ihren dunklen Anzügen. [fearful] Mit jeder Minute, die verging, wuchs der Knoten in meinem Magen, und ich war kurz davor, einfach aufzustehen und zu gehen. Doch dann rief jemand meinen Namen, und es gab kein Zurück mehr. Die Fragen kamen schnell und hart, und zweimal verhaspelte ich mich so sehr, dass ich dachte, jetzt sei endgültig alles vorbei. [sighing] In der Pause vor der letzten Frage glaubte ich fest daran, dass ich es vermasselt hatte. Doch als ich von meinem eigenen Projekt erzählte, von den vielen Nächten, die ich daran gesessen hatte, veränderte sich etwas im Raum. Die Frau mir gegenüber lehnte sich vor und begann zu lächeln. [excited] Und als sie mir am Ende die Hand reichte und Willkommen im Team sagte, hätte ich vor Freude laut schreien können. [laughing] Auf dem ganzen Heimweg rief ich sofort meine Schwester an und konnte vor lauter Lachen kaum ein Wort sprechen.	de/chapter_de_arc_04_s2.wav	3022848	44100	68.545
chapter_de_arc_06	chapter	de	neutral		Der kleine Markt am Stadtrand öffnet jeden Samstag schon kurz nach sieben. Die Händler bauen ihre Stände in der Morgendämmerung auf, während die ersten Lieferwagen über das holprige Pflaster rumpeln. An der Ecke verkauft eine ältere Frau Honig und selbst gemachte Marmelade aus ihrem eigenen Garten. Daneben stapeln sich Kisten mit Äpfeln, Kürbissen und frischem Gemüse aus der Umgebung. Der Bäcker zwei Stände weiter hat schon am Vorabend mit dem Backen begonnen, und der Duft von warmem Brot zieht über den ganzen Platz. Gegen neun Uhr füllt sich der Markt mit Menschen, die in aller Ruhe von Stand zu Stand schlendern. Man grüßt sich, bleibt stehen, tauscht ein paar Worte über das Wetter und die Ernte aus. Kinder laufen zwischen den Tischen umher und bekommen hier ein Stück Apfel, dort eine Probe Käse. Wenn der Markt am Mittag wieder schließt, bleibt nur der Geruch von Kaffee und nassem Laub auf dem leeren Platz zurück.	de/chapter_de_arc_06.wav	2390016	44100	54.195
chapter_de_arc_03_s2	chapter	de	per_sentence	excited,happy,chuckling,in a hurry tone,surprised,fearful,laughing,sighing	[excited] An jenem Sommer beschlossen wir, dass dies das Jahr unseres großen Abenteuers werden würde. [happy] Wir packten zwei alte Rucksäcke mit Broten, einer Taschenlampe und einer Landkarte, die mein Bruder selbst gezeichnet hatte. [chuckling] Natürlich stimmte auf dieser Karte so gut wie nichts, aber das merkten wir erst sehr viel später. [in a hurry tone] Im Morgengrauen schlichen wir aus dem Haus, bevor die Eltern aufwachten, und rannten den Feldweg hinunter. [surprised] Mitten im Wald stießen wir plötzlich auf eine alte, halb verfallene Hütte, von der uns niemand je erzählt hatte. [fearful] Eine ganze Weile trauten wir uns nicht hinein, denn jedes Knacken im Unterholz klang wie ein Ungeheuer. [laughing] Am Ende war es nur ein verschreckter Igel, der genauso erschrak wie wir. [happy] Wir verbrachten den ganzen Tag dort, bauten ein Lager und erfanden Geschichten über Schätze und Piraten. [sighing] Als die Sonne unterging, traten wir den langen Heimweg an, müde und voller Schrammen. [happy] Bis heute ist es der schönste Tag meiner Kindheit, und ich würde alles geben, ihn noch einmal zu erleben.	de/chapter_de_arc_03_s2.wav	3139584	44100	71.192
reply_de_special_gasp_20	reply	de	special	gasp	Sie bog um die letzte Kurve des Weges und rechnete mit noch mehr Wald, und dann öffnete sich das ganze Tal unter ihr [gasp] und der See fing das Licht bis hinüber zum letzten Grat.	de/reply_de_special_gasp_20.wav	520192	44100	11.796
reply_de_trailing_sighing_01_s2	reply	de	trailing	sighing	Mach dir keine Sorgen, ich kümmere mich um alles. Geh du jetzt einfach schlafen [sighing].	de/reply_de_trailing_sighing_01_s2.wav	321536	44100	7.291
reply_de_wrap_number_20	reply	de	wrap	surprised	Ich habe den Mechaniker um eine grobe Schätzung gebeten und mich innerlich gewappnet, und er sah kurz auf den Motor und sagte [surprised] vierzig, was in keiner Richtung eine Zahl war, auf die ich vorbereitet gewesen wäre.	de/reply_de_wrap_number_20.wav	563200	44100	12.771
reply_de_combined_whisperfear_20	reply	de	combined	whispers,fearful	[whispers] [fearful] Da ist jemand im Treppenhaus. Ich höre die Diele beim Wäscheschrank, die immer knarrt. Mach das Licht noch nicht an.	de/reply_de_combined_whisperfear_20.wav	301056	44100	6.827
reply_de_leading_sarcastic_01_s2	reply	de	leading	sarcastic	[sarcastic] Ach, das hast du ganz allein hinbekommen? Wie unglaublich beeindruckend. Ich bin wirklich sprachlos.	de/reply_de_leading_sarcastic_01_s2.wav	258048	44100	5.851
reply_de_mid_surprised_20	reply	de	mid	surprised	Ich habe den Brief geöffnet und mit der nächsten Absage gerechnet, und [surprised] es war eine Zusage mit vollem Stipendium. Ich musste mich auf die Treppe setzen und ihn zweimal lesen, bis es angekommen ist.	de/reply_de_mid_surprised_20.wav	577536	44100	13.096
reply_de_multi_joy_grief_20	reply	de	multi	excited,sad,soft	[excited] Der Befund war sauber, vollkommen sauber, ich habe im Flur tatsächlich laut gerufen. [sad] Dann fiel mir ein, dass Anna letztes Jahr in derselben Woche ihren Befund bekommen hat, und ihrer war es nicht. [soft] Also saß ich noch eine Weile im Auto, bevor ich losgefahren bin.	de/reply_de_multi_joy_grief_20.wav	235520	44100	5.341
reply_de_neutral_20	reply	de	neutral		Die Bibliothek hat den Lesesaal über den Sommer in den zweiten Stock verlegt. Werktags ist bis zwanzig Uhr geöffnet, und die Mikrofilmgeräte wurden durch zwei Scanstationen am Fenster ersetzt.	de/reply_de_neutral_20.wav	550912	44100	12.492
reply_de_per_sentence_arc_20	reply	de	per_sentence	soft,surprised,excited	[soft] Der Umschlag lag seit März hinter der Uhr. [surprised] Darin war ein Foto, das ich nie gesehen hatte, meine Mutter mit ungefähr neunzehn, lachend über irgendetwas außerhalb des Bildes. [excited] Und auf der Rückseite, mit Bleistift, der Name der Straße, in der sie meinen Vater kennengelernt hat.	de/reply_de_per_sentence_arc_20.wav	759808	44100	17.229
reply_de_special_sigh_20	reply	de	special	sigh	Ich habe das ganze Kapitel neu geschrieben, umgebaut, viertausend Wörter gestrichen [sigh] und die einzige Anmerkung meiner Lektorin war, dass der ursprüngliche Anfang besser gewesen sei.	de/reply_de_special_sigh_20.wav	499712	44100	11.331
reply_de_trailing_sigh_20	reply	de	trailing	sigh	Der Zug fiel aus, der Ersatzbus kam nie, und als ich endlich im Büro ankam, war die Besprechung längst vorbei. Der ganze Vormittag also, einfach weg. [sigh]	de/reply_de_trailing_sigh_20.wav	555008	44100	12.585
reply_de_wrap_place_20	reply	de	wrap	excited	Er hat bis zuletzt behauptet, das Ziel sei eine Überraschung, bis die Anzeigetafel umsprang und [excited] Lissabon zeigte, und ich habe mitten in der Halle ein Geräusch gemacht, auf das ich nicht stolz bin.	de/reply_de_wrap_place_20.wav	600064	44100	13.607
reply_de_combined_pitchhappy_20	reply	de	combined	pitch up,super happy	[pitch up] [super happy] Sie haben zugesagt! Kein Vielleicht, kein Wir-melden-uns, eine richtige, uneingeschränkte Zusage, und wir sollen im September anfangen!	de/reply_de_combined_pitchhappy_20.wav	452608	44100	10.263
reply_de_leading_excited_20	reply	de	leading	excited	[excited] Die Zusage ist heute Morgen gekommen, per Post, in so einem dünnen Umschlag. Ich habe drei Wochen lang gedacht, dünn bedeutet Absage. Diesmal nicht.	de/reply_de_leading_excited_20.wav	378880	44100	8.591
reply_de_mid_excited_20	reply	de	mid	excited	Wir waren mitten im zweiten Set, als der Ton komplett ausfiel, und dann [excited] hat das ganze Publikum den Refrain einfach selbst weitergesungen. Zweitausend Leute, ohne ein einziges Mikrofon.	de/reply_de_mid_excited_20.wav	571392	44100	12.957
reply_de_multi_anger_calm_20	reply	de	multi	angry,sigh,soft	[angry] Ich habe gesagt, dass der Termin nicht verschiebbar ist, ich habe es schriftlich festgehalten, ich habe es in der Sitzung gesagt. [sigh] Und natürlich wurde er trotzdem verschoben. [soft] Ehrlich gesagt erwarte ich inzwischen auch nichts anderes mehr.	de/reply_de_multi_anger_calm_20.wav	595968	44100	13.514
reply_de_neutral_21	reply	de	neutral		Das Mehl in drei Portionen zugeben und unterheben, nicht rühren. Der Teig darf am Ende ruhig noch leicht ungleichmäßig aussehen. Wer ihn an dieser Stelle zu lange bearbeitet, bekommt einen festen Kuchen.	de/reply_de_neutral_21.wav	655360	44100	14.861
reply_de_per_sentence_worry_20	reply	de	per_sentence	fearful,trembling voice,soft	[fearful] Der Anruf kam um zwanzig nach zwei in der Nacht. [trembling voice] Ich habe die Worte nicht richtig herausbekommen, ich habe nur immer wieder gefragt, in welches Krankenhaus. [soft] Als ich ankam, war er längst wach und beschwerte sich über den Tee.	de/reply_de_per_sentence_worry_20.wav	559104	44100	12.678
reply_de_special_chuckle_20	reply	de	special	chuckle	Mein Vater hat den ganzen Urlaub darauf bestanden, dass er keine Karte braucht, wir fahren absolut richtig [chuckle] und wir sind in einem völlig anderen Land gelandet als in dem, das wir gebucht hatten.	de/reply_de_special_chuckle_20.wav	542720	44100	12.307
reply_de_trailing_laugh_20	reply	de	trailing	laugh	Ich habe vierzig Minuten lang die ganze Wohnung nach meiner Brille abgesucht, jedes Zimmer zweimal, sogar den Wäschekorb, und dann habe ich mich im Flurspiegel gesehen. Sie saß die ganze Zeit auf meinem Kopf. [laugh]	de/reply_de_trailing_laugh_20.wav	593920	44100	13.468
reply_de_combined_softwhisper_30	reply	de	combined	soft,whisper in a small voice	[soft] [whisper in a small voice] Er hat gefragt, ob der Hund noch da ist, wenn er aufwacht, und ich musste in einer halben Sekunde entscheiden, welche Art von Antwort diese Frage verdient.	de/reply_de_combined_softwhisper_30.wav	378880	44100	8.591
reply_de_leading_sad_20	reply	de	leading	sad	[sad] Ich war noch einmal in der alten Wohnung, um den letzten Karton zu holen. Jemand hatte die Küche schon neu gestrichen. Es ist albern, aber in der Tür stehend habe ich gemerkt, dass ich mich nie richtig verabschiedet habe.	de/reply_de_leading_sad_20.wav	600064	44100	13.607
reply_de_mid_sad_20	reply	de	mid	sad	Er hat den Laden den ganzen Winter über offen gehalten, und [sad] am letzten Tag hat er jede Fläche poliert, bevor er das Schild umgedreht hat. Einundvierzig Jahre, und es sollte ordentlich aussehen für den, der nach ihm kommt.	de/reply_de_mid_sad_20.wav	634880	44100	14.396
reply_de_multi_fear_relief_20	reply	de	multi	fearful,surprised,happy	[fearful] Ich konnte ihn im ganzen Park nicht finden, nicht bei den Schaukeln, nicht am Teich. [surprised] Dann tippte mir eine Frau auf die Schulter und zeigte zum Musikpavillon. [happy] Da oben stand er und dirigierte ein unsichtbares Orchester, vollkommen zufrieden und völlig ahnungslos.	de/reply_de_multi_fear_relief_20.wav	706560	44100	16.022
reply_de_neutral_22	reply	de	neutral		Der Bahnsteig in Richtung Norden ist bis Monatsende wegen Sanierung gesperrt. Die Züge fahren stattdessen von Gleis vier, und der Aufzug zur Fußgängerbrücke ist außer Betrieb. Der barrierefreie Zugang erfolgt über den Seiteneingang in der Mühlenstraße.	de/reply_de_neutral_22.wav	749568	44100	16.997
reply_de_per_sentence_humour_20	reply	de	per_sentence	chuckle,sigh,laugh	[chuckle] Dieses Jahr wollte ich die Möbel unbedingt selbst aufbauen, so schwer kann das ja nicht sein. [sigh] Vier Stunden später hatte ich einen Schrank mit den Türen nach innen. [laugh] Und zwei Schrauben übrig, über die ich bewusst nicht weiter nachdenke.	de/reply_de_per_sentence_humour_20.wav	677888	44100	15.372
reply_de_special_breath_30	reply	de	special	breathing heavily	Ich bin den letzten Kilometer viel zu schnell gelaufen, weil ich die Uhr über dem Ziel sehen konnte, und ich kam mit neun Sekunden Vorsprung durch [breathing heavily] und konnte danach ungefähr eine Minute lang mit niemandem sprechen.	de/reply_de_special_breath_30.wav	540672	44100	12.260
reply_de_trailing_happy_20	reply	de	trailing	happy	Sie hat sich das ganze Stück an einem Wochenende nach Gehör beigebracht und es beim Abendessen gespielt, ohne vorher ein Wort zu sagen. Ihr Großvater hat gar nichts gesagt, er saß nur da, die Hand vor dem Mund. [happy]	de/reply_de_trailing_happy_20.wav	657408	44100	14.907
reply_de_leading_angry_20	reply	de	leading	angry	[angry] Sie haben das ganze Projekt in einer zweizeiligen Mail gestrichen. Acht Monate Arbeit, vier Leute, und niemand hielt ein Gespräch für nötig. Mich stört nicht die Entscheidung, mich stört die Feigheit.	de/reply_de_leading_angry_20.wav	540672	44100	12.260
reply_de_mid_angry_20	reply	de	mid	angry	Ich habe am Montag nach dem Bericht gefragt, am Mittwoch noch einmal, und [angry] heute Morgen erfahre ich, dass er die ganze Zeit fertig war und in irgendeinem Entwurfsordner lag. Das ist kein Terminproblem.	de/reply_de_mid_angry_20.wav	565248	44100	12.817
reply_de_multi_disbelief_20	reply	de	multi	surprised,laugh,happy	[surprised] Sie haben meinen Namen aufgerufen und ich dachte ernsthaft, das sei ein Versehen. [laugh] Ich habe mich tatsächlich umgedreht, ob hinter mir noch ein Thomas steht. [happy] Da stand keiner. Es war mein Name, auch auf der Urkunde.	de/reply_de_multi_disbelief_20.wav	530432	44100	12.028
chapter_de_arc_20	chapter	de	per_sentence	soft,fearful,trembling voice,surprised,happy	[soft] Der Leuchtturm war seit elf Jahren automatisiert, aber im Wärterhaus stand noch die alte Einrichtung, und jedes Frühjahr kam jemand von der Stiftung heraus, um das Dach zu prüfen und die Räume zu lüften. [soft] In jenem Jahr war es Ruth, weil niemand sonst die Bootsfahrt machen wollte, und sie landete an einem flachen grauen Morgen, als sich die See kaum bewegte. [fearful] Am zweiten Nachmittag fand sie das Logbuch, eingeklemmt hinter einer aufgequollenen Schublade, und der letzte Eintrag war auf drei Wochen nach dem Tag datiert, an dem der Turm längst leer gewesen sein sollte. [trembling voice] Die Handschrift war oben auf der Seite noch ruhig und unten deutlich weniger ruhig, und sie beschrieb ein Unwetter, das es laut den Aufzeichnungen vom Festland nie gegeben hatte. [fearful] Sie las den Eintrag zweimal, legte das Buch weg und wurde sich sehr genau bewusst, wie weit das Boot entfernt war und dass das einzige andere Geräusch die Möwen waren. [surprised] Dann blätterte sie um und fand eine zweite Handschrift, sauber und ohne Eile, die erklärte, der erste Schreiber sei ihr Großvater gewesen, der Sturm habe stattgefunden, und das Festland habe schlicht die Unterlagen verloren. [happy] Ruth saß mit dem aufgeschlagenen Buch auf der Türschwelle, bis das Licht ging, und las einen Mann, den sie nie getroffen hatte, über ein Meer schreiben, das sie an diesem Morgen überquert hatte. Das Dach, entschied sie, konnte noch einen Tag warten.	de/chapter_de_arc_20.wav	3749888	44100	85.031
reply_de_trailing_trembling_20	reply	de	trailing	trembling voice	Ich hatte die ganze Rede aufgeschrieben, ich hatte sie im Auto geübt, und dann stand ich auf, sah sie alle an, wie sie mich ansahen, und jedes einzelne Wort war weg. [trembling voice]	de/reply_de_trailing_trembling_20.wav	487424	44100	11.053
reply_de_leading_soft_20	reply	de	leading	soft	[soft] Sie ist nach zehn Minuten Film eingeschlafen, die Fernbedienung noch in der Hand. Ich wollte sie nicht wecken, also habe ich leiser gestellt und den Rest allein zu Ende geschaut.	de/reply_de_leading_soft_20.wav	444416	44100	10.077
reply_de_mid_gasp_20	reply	de	mid	gasp	Er griff ganz unten in den Werkzeugkasten nach einem Schraubenschlüssel und [gasp] zog die Uhr seines Großvaters heraus, die die Familie seit dem Umzug vor dreißig Jahren für verloren hielt.	de/reply_de_mid_gasp_20.wav	493568	44100	11.192
